State,Claims Paid for Testing,Claims Paid for Treatment,Claims Paid for Vaccine
TX,116598,4086,0 
TX,259 ,3164,0 
PA,6836,79010,0 
SC,5920,65 ,0 
WA,0 ,919 ,0 
AL,0 ,3730,0 
CA,50097,244299,0 
MN,15986,659 ,0 
AL,59120,498749,0 
OH,0 ,5875,0 
ND,2646,248 ,0 
FL,58031,53574,0 
MN,0 ,508 ,0 
OR,139059,15587,0 
KS,0 ,73 ,0 
MD,24375,36535,0 
TX,0 ,111 ,0 
TX,7689,2466,0 
SC,7082,1309,0 
MS,5385,258 ,0 
PA,1962,3853,0 
LA,174 ,281 ,0 
TX,0 ,138 ,0 
LA,0 ,433224,0 
AR,6292,912 ,0 
PA,0 ,460 ,0 
TX,745 ,254 ,0 
NC,4921,459 ,0 
LA,129 ,0 ,0 
GA,43 ,0 ,0 
TX,0 ,7904,0 
PA,625 ,343 ,0 
UT,0 ,141 ,0 
MN,539 ,252 ,0 
IA,2414,147 ,0 
TX,0 ,15119,0 
IA,1219,16257,0 
MA,80319,31532,0 
FL,8597,0 ,0 
PA,798 ,0 ,0 
VA,94662,1301565,0 
WI,103 ,0 ,0 
OH,100 ,0 ,0 
IA,22 ,0 ,0 
MN,4243,1555,0 
KY,92 ,470 ,0 
NV,2382,1514,0 
NY,0 ,82 ,0 
NC,563 ,16248,0 
PA,1564,17967,0 
NJ,504 ,206 ,0 
PA,0 ,582 ,0 
MS,0 ,3 ,0 
NY,0 ,250 ,0 
IN,31107,17502,0 
MA,55236,4040,0 
MI,73 ,0 ,0 
FL,317719,0 ,0 
MS,1337,249 ,0 
TX,118 ,0 ,0 
NJ,0 ,30760,0 
VA,8333,906 ,0 
NY,0 ,387 ,0 
WV,292 ,71 ,0 
KS,2508,0 ,0 
CA,0 ,1106,0 
TX,113 ,2650,0 
MD,147498,1203392,0 
IA,115 ,0 ,0 
TN,45454,0 ,0 
AZ,0 ,1060,0 
DE,0 ,572 ,0 
NC,2768,1521,0 
IN,242969,61523,0 
NE,1419,1167,0 
MA,0 ,10234,0 
WI,1110,2671,0 
FL,524280,2010942,0 
WI,240 ,0 ,0 
FL,0 ,69 ,0 
OH,0 ,185 ,0 
CO,1426,820 ,0 
TX,246 ,1735,0 
GA,0 ,23 ,0 
MI,399 ,0 ,0 
TX,0 ,444454,0 
CA,32517,3159,0 
NC,0 ,36582,0 
CA,0 ,8472,0 
AL,94549,882415,0 
NY,1798,991 ,0 
CA,911 ,0 ,0 
IL,0 ,219 ,0 
IL,24 ,0 ,0 
NY,1127,1628,0 
SC,0 ,3163,0 
AZ,16067,2026,0 
MA,45268,32835,0 
CA,122711737,0 ,0 
MD,59407,101206,0 
MT,23043,3410,0 
CA,505 ,0 ,0 
TX,1656,24 ,0 
NJ,0 ,581 ,0 
FL,0 ,5420,0 
TX,146430,43634,0 
CA,362 ,525 ,0 
VA,213961,326715,0 
OH,176034,62307,0 
MD,0 ,83743,0 
KY,14368,1734,0 
SD,0 ,54141,0 
KY,0 ,832 ,0 
PA,1665,814 ,0 
NY,75 ,9382,0 
NE,34947,234640,0 
TN,17246,2934,0 
NJ,0 ,3881,0 
SC,125 ,189 ,0 
KY,290 ,45 ,0 
CO,0 ,864 ,0 
TX,173462,43556,0 
NV,8748,1695,0 
KY,1136,236 ,0 
CA,274 ,0 ,0 
MI,64735,6001,0 
SD,0 ,3743,0 
SC,0 ,23923,0 
NC,0 ,103 ,0 
WI,45977,4592,0 
MD,0 ,157496,0 
FL,1923,190 ,0 
TX,0 ,4714,0 
MO,0 ,220 ,0 
MI,0 ,863 ,0 
MI,13601,1469,0 
OH,1490,24977,0 
FL,2702,75 ,0 
OH,0 ,762 ,0 
WI,27768,3189,0 
KS,0 ,175 ,0 
AL,17587,1848,0 
CA,0 ,113 ,0 
CA,3942,3943,0 
TX,0 ,353 ,0 
PA,0 ,143 ,0 
VA,26 ,0 ,0 
NY,749 ,0 ,0 
AL,299 ,400 ,0 
MA,207 ,0 ,0 
MA,18 ,0 ,0 
NY,0 ,632 ,0 
NJ,0 ,288 ,0 
VA,144429,531983,0 
WV,13880,13534,0 
VA,176 ,0 ,0 
NJ,2641,2532,0 
NY,0 ,11 ,0 
CA,0 ,1271,0 
MD,11 ,0 ,0 
WI,0 ,1146,0 
PA,74 ,340 ,0 
MO,345 ,8298,0 
PR,21903,3472,0 
NC,335 ,0 ,0 
IL,28 ,0 ,0 
MA,0 ,2650,0 
UT,126033,30777,0 
CO,0 ,10588,0 
MN,2064,0 ,0 
VA,64 ,0 ,0 
WY,307 ,340 ,0 
WA,58346,116675,0 
NC,160 ,2341,0 
TX,0 ,27964,0 
TX,223575,1607668,0 
FL,63762,1658255,0 
WI,166 ,0 ,0 
CA,0 ,10198,0 
AL,181031,65734,0 
IN,820 ,237 ,0 
AZ,2611,65 ,0 
NY,0 ,676 ,0 
MI,47420,5940,0 
TX,225 ,0 ,0 
GA,725 ,1317,0 
VA,5371,217 ,0 
CA,95 ,205 ,0 
MN,8084,2819,0 
MI,0 ,9177,0 
NH,537 ,397 ,0 
RI,0 ,37 ,0 
NJ,76 ,989 ,0 
OK,0 ,9753,0 
WA,0 ,256 ,0 
AK,0 ,17442,0 
TX,10599,2260,0 
GA,128 ,0 ,0 
NJ,1167,311 ,0 
IN,105 ,21 ,0 
OR,200386,4128,0 
TN,22 ,631 ,0 
GA,0 ,57 ,0 
FL,0 ,45 ,0 
ME,75 ,0 ,0 
MN,9241,333 ,0 
KS,36 ,0 ,0 
IL,0 ,132 ,0 
VA,0 ,8009,0 
NJ,0 ,306 ,0 
NC,14309,3643,0 
CA,6728,0 ,0 
FL,22868,0 ,0 
NV,0 ,894 ,0 
OR,92673,224993,0 
PA,6129,246 ,0 
IA,525 ,61 ,0 
GA,21177,8086,0 
FL,195 ,0 ,0 
MI,1186,0 ,0 
WI,0 ,906 ,0 
NY,8546,31 ,0 
TX,100 ,0 ,0 
PA,5037,2729,0 
TX,20 ,155 ,0 
TX,0 ,230 ,0 
MO,0 ,365 ,0 
MA,0 ,1274,0 
FL,0 ,3273,0 
TX,0 ,136349,0 
WA,5430,203 ,0 
LA,44 ,0 ,0 
IN,414 ,93 ,0 
CT,0 ,9735,0 
OH,64 ,0 ,0 
WA,16316,0 ,0 
NY,292507,7034,0 
AZ,2915,2858,0 
TX,5801,606 ,0 
FL,4175,392 ,0 
TX,0 ,3355,0 
OH,123572,1032,0 
KS,23 ,5087,0 
NM,37069,7883,0 
FL,5631,226 ,0 
CA,2284,165 ,0 
TX,2151,33802,0 
ID,2767,676 ,0 
IL,4261,3256,0 
AZ,0 ,315 ,0 
AL,3052,133 ,0 
MN,12535,5519,0 
TX,106 ,0 ,0 
CT,184 ,0 ,0 
TN,1718,60 ,0 
AZ,0 ,16004,0 
GA,0 ,1581,0 
NJ,32464,40357,0 
FL,0 ,51 ,0 
OR,62 ,0 ,0 
NC,65108,15496,0 
NE,8799,8816,0 
WA,65 ,0 ,0 
OH,2168,1581,0 
MN,1396,250 ,0 
TX,2946,0 ,0 
TN,39398,23329,0 
LA,1831,0 ,0 
CT,932 ,145 ,0 
IL,3231,0 ,0 
CO,0 ,6177,0 
IL,1994,188 ,0 
CA,78 ,0 ,0 
CA,142 ,0 ,0 
SC,150 ,0 ,0 
MD,0 ,935 ,0 
NY,180 ,0 ,0 
GA,0 ,106 ,0 
NC,1913,952 ,0 
NJ,0 ,992 ,0 
SD,154 ,0 ,0 
VA,288 ,0 ,0 
MS,603 ,0 ,0 
GA,0 ,4563,0 
FL,946017,1795193,0 
CA,2508,176 ,0 
FL,0 ,78450,0 
KY,21 ,0 ,0 
IL,66 ,0 ,0 
TN,567 ,0 ,0 
NJ,214 ,2059,0 
OR,837 ,0 ,0 
SC,19202,16960,0 
VA,0 ,33001,0 
IL,0 ,2579,0 
TX,10582,16900,0 
TN,22790,1245,0 
NJ,0 ,14490,0 
FL,0 ,3839,0 
ND,21410,1301,0 
TX,6757,1458,0 
TX,236324,412341,0 
SD,403 ,159 ,0 
IL,0 ,6131,0 
NC,108 ,0 ,0 
TX,4803,2060,0 
TX,0 ,7181,0 
PA,177 ,0 ,0 
IA,0 ,890 ,0 
IN,0 ,4064,0 
FL,0 ,2908,0 
WA,12496,1265,0 
OH,0 ,773 ,0 
AR,20278,3279,0 
FL,216585,1287028,0 
TX,4989915,293524,0 
IL,97 ,628 ,0 
NJ,0 ,750 ,0 
KY,190 ,36 ,0 
MA,17769,6791,0 
TX,0 ,270045,0 
MN,26279,2196,0 
KS,64167,97767,0 
MI,20078,42768,0 
NE,54176,127703,0 
NM,0 ,3145,0 
UT,0 ,102 ,0 
IL,0 ,1523,0 
AR,0 ,77 ,0 
NC,7047,476 ,0 
MS,95898,28505,0 
VA,0 ,69 ,0 
MI,54 ,0 ,0 
AL,0 ,59207,0 
KS,1281,0 ,0 
IL,0 ,166 ,0 
TN,1830,0 ,0 
AL,0 ,1203,0 
NY,0 ,4270,0 
NV,0 ,12731,0 
WA,0 ,2448,0 
CT,47 ,0 ,0 
OH,336 ,0 ,0 
NC,0 ,5184,0 
CA,0 ,2744,0 
TX,430 ,366 ,0 
TX,64610,17283,0 
CT,0 ,485 ,0 
GA,3171,13657,0 
CA,33003,5399,0 
TX,115750,23026,0 
NJ,42159,4082,0 
TX,160758,17515,0 
OH,0 ,1005,0 
UT,0 ,1522,0 
GA,94 ,0 ,0 
VA,0 ,980 ,0 
CA,205404,570360,0 
MO,3732,1287,0 
OH,0 ,1004,0 
CO,17011,17487,0 
VA,76 ,0 ,0 
KY,1763,0 ,0 
MA,9 ,0 ,0 
TX,135 ,0 ,0 
AL,80065,76151,0 
OK,0 ,10842,0 
WI,2276,0 ,0 
IA,144 ,13 ,0 
MS,28101,4445,0 
FL,35050,0 ,0 
NC,58939,0 ,0 
CA,59 ,0 ,0 
CA,8429,301 ,0 
NC,11304,0 ,0 
MN,7843,716 ,0 
WI,33759,52463,0 
NC,0 ,565 ,0 
CA,7117,242 ,0 
IL,0 ,2469,0 
SC,9009,2349,0 
OH,73 ,0 ,0 
CA,196677,13009,0 
TN,0 ,279 ,0 
FL,82 ,697 ,0 
WI,370 ,90 ,0 
LA,23737,12040,0 
IL,60 ,513 ,0 
NV,5324,1634,0 
FL,78 ,0 ,0 
KY,11295,0 ,0 
LA,14070,2184,0 
MA,54 ,0 ,0 
SC,0 ,53 ,0 
IL,5196,6111,0 
IL,0 ,102629,0 
PA,535 ,0 ,0 
IL,428 ,161 ,0 
NJ,50 ,708 ,0 
CT,46 ,908 ,0 
SC,452 ,0 ,0 
PA,0 ,85 ,0 
MO,13740,610 ,0 
FL,159049,870860,0 
GA,0 ,567 ,0 
TX,0 ,24321,0 
CA,130284,4804,0 
VA,26455,12294,0 
LA,5458,393 ,0 
TX,105 ,295 ,0 
PA,1937,0 ,0 
IN,8362,1136,0 
NM,27439,24084,0 
KS,2213,14304,0 
NC,170305,14984,0 
NJ,0 ,18833,0 
IL,67277,171969,0 
NY,0 ,1527,0 
GA,0 ,480 ,0 
WY,2457,0 ,0 
MO,8605,1341,0 
OH,1055,176 ,0 
MS,265 ,0 ,0 
NJ,89 ,3558,0 
OH,6294,1413,0 
MS,28223,4379,0 
MD,17200,98 ,0 
NY,1967,6457,0 
CA,50 ,0 ,0 
IN,28178,45414,0 
CT,15361,117 ,0 
UT,0 ,146 ,0 
TX,589 ,557 ,0 
NC,0 ,501 ,0 
LA,0 ,73 ,0 
PA,29 ,0 ,0 
MA,0 ,1779,0 
FL,714214,170475,0 
IN,125 ,97 ,0 
NY,278 ,0 ,0 
KS,149 ,91 ,0 
CA,123 ,0 ,0 
TX,0 ,505 ,0 
OH,8260,957 ,0 
KS,7107,17515,0 
OH,146 ,480 ,0 
IN,32660,18059,0 
IL,0 ,373 ,0 
OH,4263,1978,0 
TX,181 ,0 ,0 
CT,0 ,193 ,0 
TX,9711,6165,0 
WA,9413,0 ,0 
MS,4567,1724,0 
MI,13526,962 ,0 
NE,96450,364210,0 
SC,5956,12421,0 
WA,230 ,0 ,0 
WI,23764,6849,0 
NJ,0 ,40738,0 
TX,1654,1231,0 
IL,192 ,0 ,0 
TX,51 ,0 ,0 
NC,36171,6629,0 
SC,7484,1413,0 
TX,0 ,44 ,0 
TX,80996,14196,0 
TN,0 ,16092,0 
NM,205 ,0 ,0 
NY,9260,1560,0 
GA,0 ,1473,0 
FL,164170,67476,0 
IN,1905,0 ,0 
CA,169 ,145 ,0 
PA,122849,701683,0 
MD,4998,12469,0 
NC,134 ,256 ,0 
MO,0 ,4111,0 
MI,2215,859 ,0 
AL,0 ,6163,0 
TX,0 ,281 ,0 
MA,0 ,203 ,0 
IL,0 ,5110,0 
PR,4154,0 ,0 
TX,5742,2240,0 
CA,0 ,154 ,0 
IL,457 ,0 ,0 
KS,374 ,0 ,0 
PA,361746,706 ,0 
LA,2090,6718,0 
TX,0 ,1806,0 
NC,2382,197 ,0 
LA,399 ,723 ,0 
AZ,670575,1500,0 
VA,599 ,0 ,0 
TX,193149,541664,0 
IL,1173,684 ,0 
PR,0 ,2186,0 
OH,121044,46076,0 
ME,303 ,0 ,0 
CA,12218,6709,0 
MO,0 ,533 ,0 
NC,6366,0 ,0 
SC,43623,611964,0 
KY,0 ,89 ,0 
NM,1661,153 ,0 
VT,950 ,0 ,0 
TX,319 ,14 ,0 
LA,3361,0 ,0 
NY,4860,117 ,0 
FL,172 ,136 ,0 
NH,53 ,0 ,0 
OK,248159,171995,0 
TX,0 ,2513,0 
PA,0 ,5153,0 
MS,1678,5128,0 
VA,0 ,1757,0 
IL,0 ,490 ,0 
CA,652 ,0 ,0 
SC,107 ,0 ,0 
NC,19691,0 ,0 
MA,157 ,0 ,0 
KY,21178,13434,0 
NJ,0 ,14677,0 
FL,45 ,0 ,0 
WA,495 ,0 ,0 
VA,147 ,164 ,0 
MI,93 ,0 ,0 
OK,2211,135 ,0 
NY,0 ,4687,0 
CO,154 ,77 ,0 
GA,0 ,353 ,0 
SC,483 ,0 ,0 
IN,809 ,257 ,0 
CA,436 ,380 ,0 
TX,0 ,10991,0 
VA,92 ,222 ,0 
WA,799 ,0 ,0 
TX,0 ,13456,0 
NC,9909,0 ,0 
NC,5650,0 ,0 
CO,133 ,298 ,0 
WI,96 ,50 ,0 
TX,1430,3808,0 
UT,753100,0 ,0 
PA,0 ,499 ,0 
NC,109 ,989 ,0 
FL,1818,90 ,0 
OH,0 ,106 ,0 
NJ,605 ,5628,0 
PA,375 ,297 ,0 
MA,525 ,115129,0 
MI,23502,35483,0 
SC,8153,681 ,0 
IL,2039,0 ,0 
NC,29428,1116,0 
LA,768 ,30847,0 
TX,2777,0 ,0 
TN,88440,64639,0 
CT,0 ,1792,0 
NC,0 ,2810,0 
VA,232 ,326 ,0 
AL,0 ,55508,0 
IA,2861,208 ,0 
TX,0 ,177038,0 
MS,4523,0 ,0 
CO,53 ,280 ,0 
MS,90 ,0 ,0 
SC,3059,814 ,0 
TN,8411,1236,0 
IL,0 ,5986,0 
NY,467 ,0 ,0 
ND,1924,780 ,0 
CO,1722701,7823,0 
IL,600 ,1990,0 
AZ,755551,14130,0 
TX,65547,64373,0 
AL,369552,497832,0 
AL,0 ,2639,0 
MN,13203,3816,0 
ME,89 ,0 ,0 
MO,0 ,73 ,0 
AK,468 ,0 ,0 
WA,10165,6317,0 
FL,0 ,3494,0 
TX,0 ,25 ,0 
OH,2855,803 ,0 
IL,678 ,16581,0 
MT,117 ,339 ,0 
NY,37897,431075,0 
MO,120154,2100,0 
GA,0 ,148 ,0 
VA,653 ,0 ,0 
WV,811 ,354 ,0 
WA,0 ,6539,0 
NC,20474,0 ,0 
IL,0 ,15757,0 
IN,13866,76 ,0 
NM,504809,6102,0 
NJ,13786,2998952,0 
NC,14683,2988,0 
AZ,74 ,193 ,0 
TX,0 ,1408,0 
IL,42 ,0 ,0 
MD,1066,12758,0 
TX,152 ,0 ,0 
TX,0 ,42410,0 
AL,207285,246058,0 
NC,843 ,0 ,0 
SD,905 ,443 ,0 
TX,51 ,264 ,0 
TX,3325,4513,0 
FL,0 ,995 ,0 
OH,3731,1126,0 
FL,95416,2730,0 
FL,0 ,26700,0 
OH,0 ,1795,0 
OR,8 ,0 ,0 
VA,760 ,0 ,0 
TX,0 ,61646,0 
NC,0 ,847 ,0 
MD,48 ,343 ,0 
FL,0 ,509 ,0 
OH,0 ,11051,0 
NE,60089,747339,0 
AL,950 ,1259,0 
OR,26210,1212,0 
TX,118 ,78 ,0 
NC,1619,0 ,0 
IA,408 ,0 ,0 
LA,895 ,4237,0 
AL,0 ,20 ,0 
TX,1852,13279,0 
TX,2759,83 ,0 
NY,7163,7308,0 
KS,0 ,1445,0 
MI,635 ,89 ,0 
CT,128 ,238 ,0 
CT,413 ,3932,0 
UT,549 ,144 ,0 
TX,536 ,0 ,0 
FL,75 ,0 ,0 
MA,62674,110800,0 
CT,0 ,19324,0 
GA,66 ,98 ,0 
VA,302 ,0 ,0 
AL,0 ,1195,0 
MD,0 ,1296,0 
PR,2834,0 ,0 
TX,64128,255162,0 
MS,218 ,193 ,0 
NE,259227,1077903,0 
MS,6951,2855,0 
MN,4749,1511,0 
TX,2953,2010,0 
NJ,0 ,49470,0 
AR,1118,598 ,0 
HI,0 ,331 ,0 
FL,1265558,487436,0 
NJ,0 ,721 ,0 
GA,0 ,1168,0 
AZ,3531,1758,0 
TX,50729,1968,0 
MN,244 ,0 ,0 
AL,117 ,0 ,0 
FL,10474,303 ,0 
TX,0 ,6298,0 
FL,0 ,950 ,0 
UT,18 ,185 ,0 
CA,8295,114 ,0 
IL,0 ,77 ,0 
KY,618 ,0 ,0 
UT,0 ,51 ,0 
CO,130 ,66 ,0 
TX,51 ,0 ,0 
MA,18 ,19 ,0 
CA,0 ,724 ,0 
NY,50 ,0 ,0 
NV,1512,821 ,0 
NJ,0 ,7342,0 
IL,11444,0 ,0 
TX,8789,264 ,0 
TX,44 ,52888,0 
TX,1490,0 ,0 
MO,1883,133 ,0 
IN,396 ,167 ,0 
VA,0 ,3284,0 
IL,49 ,395 ,0 
CO,0 ,1234,0 
MS,0 ,161 ,0 
FL,39779,4224,0 
FL,0 ,709 ,0 
NY,640 ,182 ,0 
GA,3548,1889,0 
NJ,0 ,1042,0 
WI,572 ,627 ,0 
MO,933 ,497 ,0 
NY,421050,55601,0 
NC,52677,34872,0 
TX,166082,473604,0 
NJ,0 ,3405,0 
PA,112776,49398,0 
IL,1534,4710,0 
NE,253 ,0 ,0 
GA,0 ,206 ,0 
FL,0 ,24061,0 
MI,88267,156 ,0 
IN,617 ,30755,0 
OK,43877,341040,0 
GA,929 ,0 ,0 
AR,0 ,307 ,0 
TX,0 ,256 ,0 
OH,1706,379 ,0 
GA,52251,5403,0 
WA,42034,4297,0 
FL,10861,30368,0 
FL,0 ,5685,0 
WI,28720,13889,0 
WA,2192,0 ,0 
MI,124720,10569,0 
OK,381 ,917 ,0 
WI,2246,1159,0 
MA,31764,3437,0 
CA,23689,109850,0 
IL,209 ,119 ,0 
GA,21638,4827,0 
PA,23 ,72 ,0 
VA,7721,308 ,0 
NJ,66192,1840,0 
NM,6090,6904,0 
WA,728 ,533 ,0 
TX,0 ,3937,0 
MS,624 ,1028,0 
PA,0 ,16840,0 
MI,6895,2355,0 
VA,129648,24127,0 
NJ,0 ,2087,0 
SC,52050,25695,0 
NC,891 ,0 ,0 
AL,1836,11722,0 
KY,317465,291 ,0 
AR,0 ,3397,0 
CT,0 ,4430,0 
MN,9862,4939,0 
ID,51 ,0 ,0 
MD,4153,542 ,0 
MD,50 ,118 ,0 
CA,0 ,777 ,0 
NC,11667,0 ,0 
KS,13785,4843,0 
MO,165 ,150 ,0 
VA,14710,6431,0 
MD,0 ,298 ,0 
TN,0 ,58 ,0 
IL,157763,31028,0 
KY,0 ,1972,0 
GA,0 ,4077,0 
IL,1526,1156,0 
NJ,0 ,52048,0 
SC,0 ,585 ,0 
NY,126 ,0 ,0 
MO,35475,200 ,0 
RI,0 ,54 ,0 
OH,18 ,0 ,0 
KS,24344,9470,0 
CA,0 ,6011,0 
PA,0 ,1975,0 
FL,868 ,168564,0 
CA,557 ,24 ,0 
IL,0 ,1349,0 
GA,0 ,3532,0 
MD,319 ,608 ,0 
NJ,0 ,15929,0 
IL,1483,29 ,0 
OK,78757,300 ,0 
MO,1430,0 ,0 
IL,0 ,1778,0 
DE,2152,708 ,0 
IN,190 ,0 ,0 
FL,1624,0 ,0 
AR,285185,611094,0 
AR,1178,121 ,0 
PA,33323,118455,0 
MS,1589,3769,0 
WA,65 ,0 ,0 
NY,148 ,3096,0 
OH,0 ,363 ,0 
IL,2001860,1375,0 
IA,0 ,265 ,0 
MD,27 ,5163,0 
IL,19016,7261,0 
TX,0 ,2353,0 
OH,270 ,0 ,0 
TX,12465,1228,0 
OK,17025,10037,0 
MI,0 ,112 ,0 
TN,414110,84007,0 
NC,1995,1210,0 
MA,631 ,0 ,0 
PA,107 ,0 ,0 
KY,2513,708 ,0 
NY,0 ,279 ,0 
IL,0 ,5463,0 
KY,60 ,0 ,0 
AR,0 ,49 ,0 
NJ,0 ,170 ,0 
TX,252 ,943 ,0 
WV,275 ,0 ,0 
LA,3454,1725,0 
MT,0 ,2590,0 
PA,117 ,0 ,0 
TX,0 ,426 ,0 
FL,0 ,192 ,0 
CO,0 ,13388,0 
GA,61 ,335 ,0 
ME,72 ,0 ,0 
OH,54347,677 ,0 
CO,25106,15943,0 
KS,0 ,99 ,0 
IL,220 ,13 ,0 
MI,0 ,590 ,0 
GA,2145,1270,0 
NY,1377,222 ,0 
TX,2647351,70626,0 
CA,328575,70953,0 
NY,199 ,0 ,0 
OH,11264,1668,0 
MN,145 ,200 ,0 
AZ,126438,565128,0 
NJ,49561,11366,0 
WV,0 ,3174,0 
NJ,1686,26537,0 
MO,14292,0 ,0 
OR,40 ,107 ,0 
MA,131838,0 ,0 
NJ,0 ,10683,0 
MI,3581,641 ,0 
WI,0 ,165 ,0 
FL,0 ,32765,0 
LA,2327,1677,0 
NY,0 ,113 ,0 
WA,1848,623 ,0 
OH,154 ,52 ,0 
MO,117 ,0 ,0 
PA,3200,0 ,0 
NC,0 ,15 ,0 
SC,3548,2302,0 
IL,0 ,2422,0 
ND,8 ,0 ,0 
AL,100 ,0 ,0 
PA,21588,2277,0 
MA,339 ,0 ,0 
NC,127 ,0 ,0 
KS,20478,527454,0 
UT,158891,0 ,0 
NE,17131,28769,0 
CA,470 ,0 ,0 
AL,170 ,622 ,0 
FL,96075,14219,0 
IN,9039,10417,0 
WI,49 ,0 ,0 
ID,123 ,58 ,0 
TN,2866,4059,0 
NY,139 ,4311,0 
FL,0 ,75 ,0 
TN,0 ,15553,0 
TX,0 ,386 ,0 
NC,50 ,359 ,0 
TX,0 ,2634,0 
OH,0 ,449 ,0 
CT,0 ,336 ,0 
IN,14320,3022,0 
AZ,0 ,10279,0 
TN,0 ,5672,0 
DC,10 ,114 ,0 
SD,0 ,122 ,0 
MI,0 ,49 ,0 
FL,0 ,2486,0 
PA,576 ,0 ,0 
WA,459 ,0 ,0 
NJ,102 ,11149,0 
WI,3905,19841,0 
TN,67377,11016,0 
TX,100 ,7934,0 
IA,3695,569 ,0 
CA,0 ,5477,0 
OH,100 ,9 ,0 
NY,0 ,85 ,0 
CA,0 ,2792,0 
OH,4370,1576,0 
FL,312621,1152940,0 
AZ,0 ,2681,0 
AR,0 ,2450,0 
GA,609 ,53079,0 
NJ,6281,2080,0 
IL,528 ,0 ,0 
MN,26584,1628,0 
NJ,36 ,0 ,0 
OH,103 ,0 ,0 
OH,1919,0 ,0 
GA,0 ,4516,0 
UT,9423,1640,0 
MS,41 ,205 ,0 
TX,2000,1536,0 
MN,1343,43 ,0 
OH,130 ,223 ,0 
PA,1242,902 ,0 
NY,0 ,164 ,0 
CO,320 ,0 ,0 
MN,175 ,0 ,0 
NY,269 ,367 ,0 
WI,2720,5303,0 
MD,392 ,0 ,0 
TX,34077,10569,0 
TX,118 ,0 ,0 
MN,564 ,236 ,0 
OK,61 ,0 ,0 
TX,115 ,0 ,0 
GA,4203,384333,0 
NJ,23 ,2053,0 
OH,0 ,9 ,0 
OH,0 ,5459,0 
NJ,0 ,10351,0 
FL,414 ,343 ,0 
TX,0 ,10 ,0 
PA,127 ,0 ,0 
VA,1596,935 ,0 
IL,125 ,0 ,0 
MN,2146,558 ,0 
TX,24543,0 ,0 
MS,19559,3388,0 
TX,12522,3061,0 
VA,52 ,0 ,0 
NJ,164 ,0 ,0 
NY,0 ,30393,0 
OH,0 ,17 ,0 
GA,245 ,159 ,0 
MI,0 ,414 ,0 
TX,0 ,6118,0 
TN,247867,1532337,0 
WA,31826,2884,0 
CA,1485,1329,0 
IN,0 ,1604,0 
TX,0 ,14803,0 
HI,0 ,9963,0 
NJ,0 ,1913,0 
TX,115 ,0 ,0 
PA,303 ,0 ,0 
MO,0 ,1410,0 
PA,1803,852 ,0 
IN,33878,25477,0 
GA,51 ,0 ,0 
AR,4592,675 ,0 
NC,89575,0 ,0 
NJ,0 ,6656,0 
IL,3828,7609,0 
GA,0 ,152 ,0 
WI,0 ,772 ,0 
TX,34420,6145,0 
FL,26077,4497,0 
NY,0 ,93 ,0 
CA,17882,65349,0 
MA,0 ,403150,0 
MS,500149,2956548,0 
MN,100 ,0 ,0 
WI,38214,11650,0 
LA,0 ,759050,0 
MN,169 ,0 ,0 
IN,610 ,195 ,0 
NC,375 ,485 ,0 
MI,134 ,0 ,0 
NJ,0 ,14016,0 
OK,127589,56278,0 
PA,595 ,0 ,0 
MO,538 ,373 ,0 
FL,0 ,1105,0 
WA,26 ,462 ,0 
GA,0 ,442 ,0 
VA,0 ,3199,0 
TN,3311,581 ,0 
WA,0 ,7768,0 
PA,20447,388627,0 
FL,0 ,2039,0 
OH,0 ,197 ,0 
IL,7392,4277,0 
MS,470 ,87 ,0 
WY,103770,7917,0 
OH,0 ,785 ,0 
SD,0 ,25 ,0 
NJ,0 ,5233,0 
KS,132 ,61 ,0 
IN,0 ,59 ,0 
NY,0 ,900 ,0 
FL,0 ,75 ,0 
FL,34500,3147,0 
TX,12967,9709,0 
KS,0 ,1156,0 
MN,210 ,614 ,0 
TX,123 ,67421,0 
ID,156876,0 ,0 
NC,297 ,146 ,0 
NJ,0 ,360 ,0 
WI,553 ,0 ,0 
IN,27 ,18 ,0 
TN,14130,133 ,0 
AL,22299,12128,0 
WI,3120,3087,0 
FL,0 ,66555,0 
MI,71380,135872,0 
CA,343465,15733,0 
TX,0 ,2910,0 
GA,47198,20144,0 
SC,0 ,206 ,0 
MD,0 ,21 ,0 
MO,5015,0 ,0 
MI,0 ,398 ,0 
TX,0 ,419 ,0 
NY,6389,107 ,0 
FL,103 ,0 ,0 
TX,65 ,0 ,0 
TN,401935,1912578,0 
IL,17337,2005,0 
WI,240 ,178 ,0 
CO,21840,8727,0 
TX,657 ,493 ,0 
NY,1886,441 ,0 
NY,31620,5424,0 
TX,2965,255 ,0 
GA,2484,48000,0 
KS,0 ,24176,0 
MO,79719,499657,0 
TX,154774,71661,0 
NC,0 ,134 ,0 
IL,195 ,0 ,0 
CA,1457013,1764,0 
NC,163 ,834 ,0 
MI,7325,839 ,0 
IL,0 ,955 ,0 
WA,110 ,9 ,0 
CA,48649,94026,0 
NJ,0 ,3178,0 
TX,8244,286631,0 
NJ,117 ,0 ,0 
MS,7181,980 ,0 
CA,419 ,0 ,0 
TX,246 ,158 ,0 
OH,0 ,3257,0 
TX,0 ,580069,0 
HI,0 ,1056,0 
SC,65489,3685,0 
MA,79 ,0 ,0 
CA,0 ,5104,0 
IL,37 ,0 ,0 
NY,5716,8032,0 
ME,1247,290 ,0 
NY,237 ,92 ,0 
NM,0 ,51 ,0 
